segment_id,timestamp_micros,id_interno,object_type,box_center_x,box_center_y,box_center_z,box_length,box_width,box_height,speed_mps,num_lidar_points,weather,time_of_day,detection_difficulty,sensor_version
seg_0040,1692000006000000,det_0033833,SIGN,18.826,-6.102,1.364,0.397,0.406,2.012,0.000,136,fog,Day,LEVEL_1,v2.0.1
seg_0005,1691125001200000,det_0037626,PEDESTRIAN,0.593,-20.416,0.744,1.074,0.596,1.787,1.482,121,sunny,Night,LEVEL_1,v2.0.1
seg_0018,1691450003100000,det_0022293,VEHICLE,22.069,9.909,0.442,5.487,1.956,1.786,11.253,106,sunny,Night,LEVEL_2,v2.0.1
seg_0062,1692550000300000,det_0025683,VEHICLE,18.771,-5.897,0.552,5.622,2.175,1.318,6.250,114,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0081,1693025007100000,det_0033032,VEHICLE,30.153,33.152,0.296,5.416,1.619,1.540,8.575,30,sunny,Night,LEVEL_1,v2.0.1
seg_0037,1691925008200000,det_0006667,PEDESTRIAN,39.904,-3.291,0.785,1.136,0.848,1.849,2.009,45,sunny,Day,LEVEL_1,v2.0.1
seg_0070,1692750019400000,det_0035041,VEHICLE,41.422,-10.476,1.399,17.933,2.718,3.405,11.408,47,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0059,1692475005500000,det_0006052,PEDESTRIAN,18.203,-1.000,0.785,1.104,0.732,1.655,1.267,146,SUNNY,Day,LEVEL_1,v2.0.1
seg_0118,1693950012500000,det_0035401,Pedestrian,46.402,15.914,1.065,0.857,0.893,1.934,1.114,28,fog,Night,LEVEL_1,v2.0.1
seg_0120,1694000017000000,det_0013582,VEHICLE,30.325,13.723,0.713,4.219,2.121,1.541,11.534,81,niebla,Day,LEVEL_1,v2.0.1
seg_0027,1691675001400000,det_0017237,VEHICLE,35.114,8.462,0.958,3.614,1.930,0.000,11.109,66,sunny,Day,LEVEL_1,v2.0.1
seg_0125,1694125011600000,det_0022786,VEHICLE,36.816,14.982,1.326,5.365,1.490,1.379,3.870,46,sunny,Night,LEVEL_1,v2.0.1
seg_0151,1694775004800000,det_0034580,VEHICLE,32.430,-13.739,1.141,4.624,1.737,1.612,205.894,64, rain,Night,LEVEL_1,v2.0.1
seg_0125,1694125014000000,det_0005355,CYCLIST,23.974,-12.338,0.462,1.800,0.787,1.593,5.352,99,sunny,Day,LEVEL_1,v2.0.1
seg_0109,1693725001100000,det_0037005,VEHICLE,37.106,-7.919,0.608,4.886,2.232,1.803,1.807,-1,sunny,Day,LEVEL_2,v2.0.1
seg_0059,1692475000700000,det_0023401,VEHICLE,44.198,35.896,0.643,4.735,2.181,1.019,7.244,23,sunny,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0053,1692325002700000,det_0009576,SIGN,3.211,-4.037,0.937,0.532,0.352,1.665,0.000,387,fog,Day,LEVEL_1,v2.0.1
seg_0146,1694650005800000,det_0018251,VEHICLE,26.065,-7.433,0.916,5.106,1.899,1.503,12.034,86,sunny,Day,LEVEL_1,v2.0.1
seg_0056,1692400010000000,det_0004092,PEDESTRIAN,32.700,-5.188,0.520,0.960,0.789,1.753,2.083,54,lluvia,Day,LEVEL_1,v2.0.1
seg_0057,1692425013500000,det_0024126,SIGN,-1.578,9.167,1.247,0.451,0.285,2.361,0.000,301,rain,Day,LEVEL_1,v2.0.1
seg_0028,1691700000900000,det_0026802,VEHICLE,1.786,33.396,1.237,4.746,2.395,1.902,0.367,65,sunny,Day,LEVEL_1,v2.0.1
seg_0070,1692750012400000,det_0039976,VEHICLE,1.050,-10.289,1.502,4.622,2.051,1.425,15.235,279,Sunny,Day,LEVEL_1,v2.0.1
seg_0103,1693575015000000,det_0005847,PEDESTRIAN,6.848,15.758,0.956,0.892,0.872,1.787,0.421,150,sunny,Day,LEVEL_1,v2.0.1
seg_0090,1693250013700000,det_0023533,PEDESTRIAN,53.341,6.380,0.781,0.842,0.657,1.632,1.261,28,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0063,1692575002000000,det_0001583,VEHICLE,50.947,-19.999,1.345,4.536,2.056,1.906,11.211,18,sunny,Day,LEVEL_2,v2.0.1
seg_0045,1692125008000000,det_0016096,VEHICLE,32.887,10.568,1.477,4.978,2.064,1.201,10.667,76,sunny,Day,LEVEL_1,v2.0.1
seg_0043,1692075016800000,det_0015852,PEDESTRIAN,17.548,18.079,1.405,0.812,0.911,1.720,0.671,84, rain,Day,LEVEL_1,v2.0.1
seg_0087,1693175007800000,det_0016305,VEHICLE,5.565,-20.883,1.019,4.139,1.969,1.370,14.454,116,rain,Day,LEVEL_1,v2.0.1
seg_0008,1691200019300000,det_0036266,PEDESTRIAN,32.933,2.494,1.170,0.959,0.809,1.816,1.219,77,rain,Day,LEVEL_1,v2.0.1
seg_0139,1694475017300000,det_0037612,VEHICLE,1.502,12.395,1.000,5.122,1.856,1.484,15.448,213,sunny,Day,LEVEL_1,v2.0.1
seg_0055,1692375008700000,det_0034163,PEATON,-19.020,-19.390,0.906,0.842,0.624,1.506,1.046,109,fog,Day,LEVEL_1,v2.0.1
seg_0016,1691400000600000,det_0012515,VEHICLE,19.157,26.558,1.292,4.558,1.723,1.652,9.944,71,sunny,Night,LEVEL_1,v2.0.1
seg_0065,1692625003500000,det_0015551,PEDESTRIAN,26.804,-14.483,1.014,1.174,0.791,1.887,1.127,87,fog,Day,LEVEL_2,v2.0.1
seg_0135,1694375002000000,det_0027896,VEHICLE,-4.416,-2.101,1.177,5.191,1.777,1.577,10.374,442,sunny,Day,LEVEL_2,v2.0.1
seg_0141,1694525017700000,det_0024085,SIGN,12.150,-2.234,0.713,0.384,0.458,1.683,,187,sunny,Day,LEVEL_2,v2.0.1
seg_0052,1692300018900000,det_0006843,PEDESTRIAN,-7.066,-15.710,0.736,0.814,0.771,1.796,1.756,152,sunny,Night,LEVEL_2,v2.0.1
seg_0053,1692325014100000,det_0035338,PEDESTRIAN,9.671,8.667,1.223,1.030,0.808,1.574,0.390,207,sunny,Day,LEVEL_1,v2.0.1
seg_0001,1691025003500000,det_0009198,VEHICLE,13.713,-5.696,0.404,3.533,1.552,1.264,11.492,158,Sunny,Day,LEVEL_1,v2.0.1
seg_0006,1691150011000000,det_0029035,VEHICLE,34.758,14.658,0.721,15.303,2.401,3.262,15.043,70,SUNNY,Day,LEVEL_1,v2.0.1
seg_0080,1693000005300000,det_0028232,PEDESTRIAN,23.151,12.530,0.911,0.793,0.853,1.776,1.467,72,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0036,1691900008500000,det_0003744,VEHICLE,15.475,3.128,0.815,5.024,1.884,1.514,4.642,181,rain,Night,LEVEL_1,v2.0.1
seg_0075,1692875013100000,det_0032475,VEHICLE,-6.494,-6.699,0.874,5.700,1.582,1.446,10.813,256,sunny,Day,LEVEL_1,v2.0.1
seg_0134,1694350001500000,det_0007980,VEHICLE,-0.028,-7.327,0.873,3.632,1.459,1.399,13.358,344,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0117,1693925008600000,det_0010074,VEHICLE,5.269,-0.579,0.338,4.642,1.608,1.702,18.089,407,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0064,1692600018900000,det_0014905,PEDESTRIAN,-3.764,20.079,1.027,0.841,0.874,1.866,1.341,124,sunny,Day,LEVEL_1,v2.0.1
seg_0094,1693350005600000,det_0003874,VEHICLE,19.391,3.232,0.916,4.254,2.049,1.694,13.236,126,sunny,Day,LEVEL_2,v2.0.1
seg_0008,1691200009500000,det_0027142,VEHICLE,61.571,-5.733,1.028,3.367,2.063,2.042,8.335,-1,rain,Day,LEVEL_1,v2.0.1
seg_0091,1693275004800000,det_0006226,SIGN,51.790,0.057,0.742,0.452,0.381,1.221,0.000,42,sunny,Day,LEVEL_1,v2.0.1
seg_0010,1691250001200000,det_0036895,VEHICLE,17.512,-2.878,0.115,4.651,2.052,1.845,0.157,155,sunny,Night,LEVEL_1,v2.0.1
seg_0077,1692925000700000,det_0010872,VEHICLE,-20.057,-9.733,1.017,4.347,2.159,1.624,13.971,99,sunny,Day,LEVEL_1,v2.0.1
seg_0117,1693925013900000,det_0015437,VEHICLE,20.073,-13.485,1.228,4.227,2.051,2.206,7.405,95,sunny,Day,LEVEL_1,v2.0.1
seg_0039,1691975003800000,det_0026027,PEDESTRIAN,-1.317,-6.424,1.108,0.818,0.524,1.500,0.335,373,fog,Day,LEVEL_1,v2.0.1
seg_0029,1691725005500000,det_0035064,VEHICLE,13.712,-1.017,0.931,4.716,1.750,1.551,3.598,192,rain,Day,LEVEL_1,v2.0.1
seg_0045,1692125010300000,det_0022192,PEDESTRIAN,62.379,0.854,1.476,1.159,0.651,1.832,0.824,22,sunny,Day,LEVEL_2,v2.0.1
seg_0152,1694800015900000,det_0024650,Pedestrian,40.823,16.424,1.558,0.826,0.798,1.849,2.160,48,,Day,LEVEL_1,v2.0.1
seg_0093,1693325005000000,det_0024522,Pedestrian,-1.643,4.536,0.711,0.820,0.936,1.787,1.788,-1,sunny,Day,LEVEL_2,v2.0.1
seg_0009,1691225010800000,det_0029681,VEHICLE,7.129,-6.670,0.970,3.934,1.824,1.962,10.872,-1,sunny,Night,LEVEL_1,v2.0.1
seg_0133,1694325017500000,det_0005822,VEHICLE,5.638,5.449,0.887,17.633,2.530,3.212,0.176,318,sunny,Day,LEVEL_1,v2.0.1
seg_0026,1691650000700000,det_0021031,PEDESTRIAN,78.403,-0.883,0.737,1.009,0.645,1.865,1.563,18,SUNNY,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0049,1692225007600000,det_0037477,PEDESTRIAN,36.520,-8.363,0.969,0.884,0.855,1.569,1.110,-1,sunny,Night,LEVEL_1,v2.0.1
seg_0138,1694450002500000,det_0023154,VEHICLE,70.606,2.194,0.610,4.790,2.198,1.245,4.913,23,soleado,Day,LEVEL_2,v2.0.1
seg_0046,1692150011300000,det_0010319,PEDESTRIAN,4.846,10.157,0.987,0.879,0.702,1.704,2.007,262,sunny,Night,LEVEL_1,v2.0.1
seg_0119,1693975018700000,det_0009658,VEHICLE,32.523,2.208,0.993,5.515,2.060,1.563,5.448,-1, rain,Day,LEVEL_1,v2.0.1
seg_0077,1692925012900000,det_0017656,VEHICLE,23.686,-12.134,1.131,5.354,2.028,1.770,7.351,72,,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0082,1693050001400000,det_0035584,VEHICLE,5.703,2.853,1.352,4.895,2.266,1.479,12.922,352,sunny,Day,LEVEL_1,v2.0.1
seg_0137,1694425010500000,det_0029660,Pedestrian,-34.746,-5.961,0.893,0.976,0.929,1.688,1.590,60,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0052,1692300010100000,det_0031473,VEHICLE,21.982,-11.117,0.761,5.628,2.339,1.350,7.969,105,sunny,Day,LEVEL_1,v2.0.1
seg_0084,1693100019300000,det_0009302,VEHICLE,-31.631,-10.637,0.689,5.204,1.952,1.514,13.457,66,sunny,Day,LEVEL_1,v2.0.1
seg_0033,1691825011100000,det_0037946,VEHICLE,3.263,18.032,1.070,6.265,2.168,1.426,12.293,149,sunny,Day,LEVEL_1,v2.0.1
seg_0054,1692350014100000,det_0026387,SIGN,-7.869,-12.876,0.274,0.333,0.460,1.898,0.000,173,fog,Day,LEVEL_1,v2.0.1
seg_0000,1691000005000000,det_0004690,Ped,24.629,-18.318,1.077,0.995,0.939,1.807,1.055,75,Sunny,Day,LEVEL_1,v2.0.1
seg_0126,1694150011800000,det_0030832,VEHICLE,7.294,-10.241,0.721,4.449,1.904,1.645,4.996,206,rain,Day,LEVEL_1,v2.0.1
seg_0074,1692850015900000,det_0027934,VEHICLE,-17.705,-3.231,1.240,4.548,1.913,1.780,15.890,147,rain,Day,LEVEL_1,v2.0.1
seg_0082,1693050011200000,det_0014745,VEHICLE,-2.876,-7.313,1.617,4.641,1.777,1.709,13.599,364,sunny,Day,LEVEL_1,v2.0.1
seg_0061,1692525007200000,det_0026889,VEHICLE,60.028,5.659,0.454,4.294,1.800,1.841,4.047,25,fog,Day,LEVEL_1,v2.0.1
seg_0032,1691800012900000,det_0027362,VEHICLE,46.175,-8.452,0.811,5.396,1.819,1.193,14.426,36,lluvia,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0058,1692450000800000,det_0023193,VEHICLE,52.728,4.175,1.450,4.968,1.549,1.542,9.215,26,rain,Night,LEVEL_1,v2.0.1
seg_0031,1691775009400000,det_0009955,VEHICLE,-15.200,5.280,1.741,4.897,1.642,1.948,11.225,173,sunny,Day,LEVEL_2,v2.0.1
seg_0075,1692875014000000,det_0021212,PEDESTRIAN,17.204,11.645,0.353,0.987,0.812,1.660,0.924,129,Sunny,Night,LEVEL_1,v2.0.1
seg_0081,1693025012200000,det_0009266,VEHICLE,30.124,12.193,1.069,5.543,2.022,1.900,10.302,64,,Day,LEVEL_1,v2.0.1
seg_0066,1692650015200000,det_0002317,PEDESTRIAN,-3.351,4.806,1.451,0.984,0.751,1.498,2.819,410,sunny,Night,LEVEL_1,v2.0.1
seg_0135,1694375009700000,det_0012626,PEDESTRIAN,22.681,-6.217,0.629,0.849,0.845,1.650,1.892,105,sunny,Day,LEVEL_1,v2.0.1
seg_0127,1694175019600000,det_0032908,PEDESTRIAN,34.680,-10.804,1.142,0.908,0.912,1.794,0.430,55,sunny,Day,LEVEL_1,v2.0.1
seg_0074,1692850000600000,det_0020851,SIGN,9.667,-7.157,0.490,0.306,0.359,1.630,0.000,220,sunny,Day,LEVEL_1,v2.0.1
seg_0087,1693175002100000,det_0014325,PEDESTRIAN,28.548,-9.508,1.615,1.064,0.973,1.679,0.741,76,rain,Day,LEVEL_1,v2.0.1
seg_0130,1694250013500000,det_0025992,PEDESTRIAN,-17.511,-6.391,0.987,0.952,0.764,1.630,1.006,144,sunny,Day,LEVEL_1,v2.0.1
seg_0066,1692650007900000,det_0000620,VEHICLE,20.278,-3.172,0.660,4.668,1.824,1.646,16.828,128, rain,Day,LEVEL_1,v2.0.1
seg_0104,1693600010600000,det_0032835,VEHICLE,3.269,-3.118,0.848,4.209,1.559,1.775,9.782,489,sunny,Day,LEVEL_1,v2.0.1
seg_0100,1693500003600000,det_0002085,VEHICLE,-10.134,-13.990,0.789,5.017,1.840,1.146,3.778,162,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0051,1692275019500000,det_0031572,VEHICLE,51.483,18.566,1.670,4.937,1.871,1.450,,30,,Day,LEVEL_2,v2.0.1
seg_0077,1692925008300000,det_0013070,VEHICLE,-19.115,11.126,1.456,4.899,1.928,1.537,15.214,114,rain,Night,LEVEL_1,v2.0.1
seg_0032,1691800007000000,det_0005039,VEHICLE,31.582,-18.468,1.302,3.749,1.683,2.292,11.702,57,sunny,Day,LEVEL_1,v2.0.1
seg_0143,1694575018400000,det_0032780,SIGN,5.447,8.148,-0.192,0.516,0.333,2.059,0.000,-1, rain,Day,LEVEL_1,v2.0.1
seg_0024,1691600018200000,det_0009602,VEHICLE,-38.631,13.584,1.081,3.897,1.804,1.761,6.471,63,Sunny,Night,LEVEL_1,v2.0.1
seg_0083,1693075016100000,det_0023715,Pedestrian,35.976,-2.689,1.277,1.096,0.661,1.780,1.242,67,lluvia,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0112,1693800007600000,det_0035823,PEDESTRIAN,40.434,5.927,0.848,0.986,0.815,1.775,1.991,50,sunny,Night,LEVEL_1,v2.0.1
seg_0109,1693725012700000,det_0034329,PEDESTRIAN,13.930,-10.610,0.977,1.141,0.749,1.729,1.765,141,sunny,Day,LEVEL_1,v2.0.1
seg_0109,1693725019000000,det_0039894,PEDESTRIAN,18.059,-8.727,0.509,0.593,0.715,1.515,1.963,152,fog,Day,LEVEL_1,v2.0.1
seg_0024,1691600013300000,det_0006233,SIGN,39.977,-9.400,0.916,0.462,0.392,2.251,0.000,44,sunny,Day,LEVEL_1,v2.0.1
seg_0059,1692475011900000,det_0026001,PEATON,-29.538,-18.058,0.896,0.814,0.952,1.669,1.876,63,sunny,Night,LEVEL_1,v2.0.1
seg_0055,1692375012200000,det_0020482,VEHICLE,12.286,17.422,0.383,3.800,1.776,1.434,16.052,115,sunny,Day,LEVEL_1,v2.0.1
seg_0002,1691050019300000,det_0036054,PEDESTRIAN,26.213,4.726,1.150,0.724,0.832,1.501,1.067,87,sunny,Day,LEVEL_1,v2.0.1
seg_0037,1691925014000000,det_0039266,VEHICLE,8.708,-10.454,0.634,6.189,2.319,1.616,3.874,203,sunny,Day,LEVEL_1,v2.0.1
seg_0030,1691750014600000,det_0010760,VEHICLE,39.457,-5.280,0.582,5.154,1.942,1.402,6.092,52,Sunny,Night,LEVEL_1,v2.0.1
seg_0082,1693050016700000,det_0002335,VEHICLE,36.760,-24.167,0.980,4.464,1.942,1.768,8.511,39,sunny,Day,LEVEL_1,v2.0.1
seg_0132,1694300011600000,det_0034764,VEHICLE,1.489,16.586,1.611,5.933,2.091,1.926,0.904,141,sunny,Day,LEVEL_1,v2.0.1
seg_0062,1692550003400000,det_0038784,PEDESTRIAN,5.761,-0.345,0.902,0.674,0.778,1.509,0.860,404,sunny,Day,LEVEL_1,v2.0.1
seg_0047,1692175011300000,det_0020677,SIGN,3.605,-14.208,1.102,0.441,0.229,1.846,0.000,196,fog,Day,LEVEL_1,v2.0.1
seg_0046,1692150002300000,det_0031239,PEDESTRIAN,-14.104,-7.188,0.843,1.077,0.881,1.823,1.352,148,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0026,1691650019300000,det_0030145,PEDESTRIAN,6.165,-23.684,1.029,0.543,0.883,1.628,1.561,119,Sunny,Day,LEVEL_1,v2.0.1
seg_0026,1691650004000000,det_0008278,SIGN,21.635,-12.543,1.590,0.465,0.480,1.811,0.000,111,niebla,Day,LEVEL_1,v2.0.1
seg_0116,1693900012100000,det_0023330,CYCLIST,30.927,13.681,0.809,1.660,0.767,1.701,6.188,51,RAIN ,Day,LEVEL_1,v2.0.1
seg_0113,1693825000300000,det_0017587,SIGN,52.185,-14.444,1.056,0.254,0.510,2.033,0.000,29,sunny,Day,LEVEL_1,v2.0.1
seg_0140,1694500004200000,det_0009565,SIGN,30.587,-0.376,1.414,0.471,0.585,1.819,0.000,83,niebla,Day,LEVEL_1,v2.0.1
seg_0139,1694475015000000,det_0004514,PEDESTRIAN,38.359,-1.116,1.307,0.895,0.704,1.825,1.601,54,sunny,Day,LEVEL_1,v2.0.1
seg_0016,1691400003700000,det_0007808,PEDESTRIAN,10.518,-15.293,-0.244,1.013,0.814,1.866,1.103,123,sunny,Day,LEVEL_2,v2.0.1
seg_0031,1691775004100000,det_0031916,VEHICLE,-10.014,25.196,0.893,4.583,1.881,1.307,13.097,88,SUNNY,Day,LEVEL_1,v2.0.1
seg_0125,1694125018100000,det_0039827,VEHICLE,7.173,6.503,0.604,4.182,1.407,1.604,4.230,267,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250009100000,det_0005613,PEDESTRIAN,-5.985,-15.778,2.058,1.230,0.946,1.689,0.887,166,rain,Day,LEVEL_1,v2.0.1
seg_0010,1691250016600000,det_0034225,VEHICLE,42.493,-2.032,0.614,4.540,1.962,1.566,6.747,51,sunny,Day,LEVEL_1,v2.0.1
seg_0041,1692025012300000,det_0037135,VEHICLE,11.027,-8.647,1.122,4.715,1.851,1.401,12.220,192,fog,Day,LEVEL_1,v2.0.1
seg_0060,1692500007400000,det_0038685,PEDESTRIAN,44.586,-13.068,0.600,1.022,0.948,1.523,1.700,46,sunny,Day,LEVEL_1,v2.0.1
seg_0005,1691125006000000,det_0036876,VEHICLE,37.265,-5.894,0.548,4.178,1.809,1.951,7.213,47,rain,Day,LEVEL_1,v2.0.1
seg_0077,1692925012800000,det_0011609,VEHICLE,5.925,0.642,1.217,4.163,2.278,1.781,5.409,368,,Day,LEVEL_1,v2.0.1
seg_0071,1692775017900000,det_0029168,VEHICLE,-25.262,-7.427,0.747,4.533,1.636,1.482,6.341,95,sunny,Day,LEVEL_1,v2.0.1
seg_0018,1691450019700000,det_0021211,VEHICLE,36.243,10.466,0.720,13.518,2.503,3.497,16.181,56,Sunny,Day,LEVEL_1,v2.0.1
seg_0135,1694375013200000,det_0027078,VEHICLE,38.171,-4.239,0.741,4.554,1.703,1.369,14.092,46,SUNNY,Day,LEVEL_1,v2.0.1
seg_0097,1693425006800000,det_0024618,VEHICLE,39.743,24.765,0.899,4.222,1.727,1.844,13.654,37,sunny,Day,LEVEL_1,v2.0.1
seg_0112,1693800006700000,det_0039660,VEHICLE,-18.788,7.914,0.960,4.431,1.735,1.311,10.282,99,rain,Day,LEVEL_1,v2.0.1
seg_0082,1693050004300000,det_0019792,VEHICLE,37.605,-11.543,1.117,5.219,1.871,1.960,9.997,58,sunny,Day,LEVEL_1,v2.0.1
seg_0013,1691325013600000,det_0015128,VEHICLE,-5.512,7.166,1.043,4.782,1.693,1.414,18.241,303,rain,Day,LEVEL_1,v2.0.1
seg_0009,1691225004600000,det_0019725,VEHICLE,-0.836,-5.974,0.924,5.061,1.772,1.836,8.434,363,rain,Day,LEVEL_1,v2.0.1
seg_0042,1692050004300000,det_0023116,VEHICLE,4.243,21.838,0.829,4.954,2.261,1.951,15.171,116,fog,Day,LEVEL_1,v2.0.1
seg_0101,1693525005100000,det_0032220,VEHICLE,31.185,-7.421,1.085,4.332,1.834,1.326,9.009,50,sunny,Day,LEVEL_1,v2.0.1
seg_0099,1693475005100000,det_0024498,VEHICLE,23.001,14.328,0.988,4.532,1.770,1.404,8.399,87,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0042,1692050014700000,det_0027993,PEDESTRIAN,0.568,-1.048,0.657,0.793,0.850,1.276,1.477,759,sunny,Day,LEVEL_1,v2.0.1
seg_0116,1693900001500000,det_0018978,VEHICLE,31.619,-25.677,0.820,4.956,1.782,1.246,4.982,54,fog,Day,LEVEL_1,v2.0.1
seg_0140,1694500011400000,det_0037308,VEHICLE,50.901,-10.158,0.958,4.524,1.823,1.346,18.622,41,fog,Night,LEVEL_2,v2.0.1
seg_0101,1693525018700000,det_0021450,VEHICLE,22.817,-13.752,1.112,4.302,1.949,1.517,5.089,90,sunny,Day,LEVEL_2,v2.0.1
seg_0100,1693500015900000,det_0008357,VEHICLE,28.534,12.591,0.356,5.067,2.120,1.916,11.709,77,sunny,Day,LEVEL_1,v2.0.1
seg_0021,1691525018400000,det_0000099,VEHICLE,30.289,3.422,1.121,4.774,1.881,1.239,9.802,71,SUNNY,Night,LEVEL_1,v2.0.1
seg_0119,1693975011600000,det_0016646,VEHICLE,16.043,1.345,0.578,4.032,1.522,1.527,11.861,157,rain,Day,LEVEL_2,v2.0.1
seg_0057,1692425006100000,det_0019997,PEDESTRIAN,3.177,2.704,0.995,1.076,0.675,1.670,1.594,503,fog,Day,LEVEL_1,v2.0.1
seg_0138,1694450005400000,det_0017094,VEHICLE,-0.734,-13.832,1.391,4.411,2.091,1.234,10.974,216,rain,Day,LEVEL_1,v2.0.1
seg_0099,1693475018000000,det_0011453,CYCLIST,26.223,11.357,0.694,1.961,0.755,1.628,6.389,69,sunny,Day,LEVEL_1,v2.0.1
seg_0078,1692950011800000,det_0008714,PEDESTRIAN,4.244,18.786,1.118,0.980,0.985,1.605,0.786,123,fog,Day,LEVEL_1,v2.0.1
seg_0124,1694100003200000,det_0001964,VEHICLE,-5.572,-18.971,0.950,4.982,1.672,1.266,8.180,-1,rain,Day,LEVEL_1,v2.0.1
seg_0146,1694650003100000,det_0012130,VEHICLE,28.617,10.608,1.269,6.217,1.995,1.400,14.910,81,sunny,Day,LEVEL_1,v2.0.1
seg_0116,1693900014500000,det_0008783,VEHICLE,-2.365,3.962,0.575,4.868,1.998,1.316,14.116,458,sunny,Day,LEVEL_1,v2.0.1
seg_0018,1691450012400000,det_0022144,SIGN,22.286,-17.953,1.530,0.528,0.357,2.210,0.000,96,sunny,Day,LEVEL_1,v2.0.1
seg_0148,1694700011200000,det_0012362,VEHICLE,33.675,11.761,0.938,5.574,1.680,1.818,9.944,62,rain,Night,LEVEL_1,v2.0.1
seg_0021,1691525015600000,det_0033114,VEHICLE,2.886,-0.811,0.872,3.992,1.473,1.116,11.170,-1,RAIN ,Night,LEVEL_1,v2.0.1
seg_0077,1692925005300000,det_0034720,VEHICLE,30.464,5.305,0.742,4.387,1.796,1.518,1.390,67,fog,Day,LEVEL_1,v2.0.1
seg_0025,1691625010400000,det_0017742,VEHICLE,-0.592,-1.728,0.773,4.177,1.637,1.870,14.789,704,sunny,Day,LEVEL_1,v2.0.1
seg_0068,1692700016800000,det_0013439,SIGN,16.013,15.998,1.300,0.507,0.324,2.400,0.000,107,SUNNY,Day,LEVEL_1,v2.0.1
seg_0106,1693650010200000,det_0004492,VEHICLE,37.322,-23.301,0.854,4.912,2.049,1.637,16.942,35,rain,Day,LEVEL_1,v2.0.1
seg_0044,1692100019700000,det_0030962,SIGN,-8.259,10.973,1.302,0.239,0.545,1.921,0.000,195,sunny,Night,LEVEL_1,v2.0.1
seg_0107,1693675001800000,det_0001302,VEHICLE,50.846,-11.591,1.038,4.568,1.696,1.503,4.681,29,sunny,Night,LEVEL_1,v2.0.1
seg_0027,1691675008400000,det_0023655,VEHICLE,7.511,15.419,0.728,3.867,1.599,1.275,12.293,179,fog,Day,LEVEL_2,v2.0.1
seg_0112,1693800019000000,det_0000214,PEDESTRIAN,0.975,-0.675,0.870,1.005,0.755,2.018,2.246,755,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0112,1693800006800000,det_0002399,VEHICLE,48.466,-1.509,0.481,4.496,2.316,1.862,9.937,38,SUNNY,Night,LEVEL_2,v2.0.1
seg_0009,1691225014000000,det_0009430,VEHICLE,-0.031,-3.437,0.951,4.660,1.994,1.796,17.597,553,niebla,Day,LEVEL_2,v2.0.1
seg_0099,1693475007700000,det_0002985,Pedestrian,22.161,7.014,0.779,0.583,0.672,1.755,1.334,94,sunny,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0054,1692350014800000,det_0032164,VEHICLE,76.367,-11.642,1.092,4.073,2.017,1.797,14.244,17,Sunny,Night,LEVEL_2,v2.0.1
seg_0149,1694725016900000,det_0028015,SIGN,25.097,15.800,0.799,0.542,0.520,2.119,0.000,84,rain,Day,LEVEL_1,v2.0.1
seg_0037,1691925014500000,det_0015593,VEHICLE,17.275,-14.423,1.103,5.545,2.001,1.279,1.784,109,rain,Day,LEVEL_1,v2.0.1
seg_0076,1692900017900000,det_0022231,SIGN,20.146,-10.291,0.633,0.457,0.210,2.557,0.000,90,sunny,Day,LEVEL_1,v2.0.1
seg_0009,1691225001300000,det_0006834,VEHICLE,54.234,4.478,1.141,3.712,1.765,1.288,8.298,21,sunny,Day,LEVEL_2,v2.0.1
seg_0148,1694700012900000,det_0027200,VEHICLE,38.936,7.680,0.984,4.564,1.895,1.460,12.644,52,sunny,Day,LEVEL_1,v2.0.1
seg_0138,1694450015200000,det_0039899,VEHICLE,38.933,-14.593,0.916,4.571,1.949,1.222,6.288,36,Sunny,Day,LEVEL_1,v2.0.1
seg_0108,1693700014800000,det_0020922,PEDESTRIAN,13.613,2.016,0.998,0.832,0.981,1.620,1.564,207,sunny,Day,LEVEL_1,v2.0.1
seg_0065,1692625017300000,det_0036388,VEHICLE,-13.974,-6.734,0.981,3.990,2.016,1.957,7.982,163,sunny,Day,LEVEL_1,v2.0.1
seg_0119,1693975008100000,det_0001730,VEHICLE,36.422,1.328,0.700,4.426,1.910,1.620,5.800,55,sunny,Day,LEVEL_1,v2.0.1
seg_0026,1691650019400000,det_0034004,VEHICLE,5.081,-3.212,1.524,4.858,1.916,1.103,13.037,388,sunny,Day,LEVEL_1,v2.0.1
